trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
19,False,"{'a': 0.6, 'e': 0.8269591339433623}",20,0,17.47082194044719,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
20,False,"{'a': 0.6, 'e': 0.8187307530779818}",30,23,-30.339620517947324,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
21,False,"{'a': 0.6, 'e': 0.8105842459701871}",35,0,41.840660980963264,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
22,False,"{'a': 0.6, 'e': 0.8025187979624785}",25,0,21.473580730325168,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
23,False,"{'a': 0.6, 'e': 0.794533602503334}",20,12,13.350564614755378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.6, 'e': 0.7866278610665535}",25,7,12.730628606707736,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
25,False,"{'a': 0.6, 'e': 0.7788007830714049}",25,14,18.12417328381312,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.6, 'e': 0.7710515858035663}",25,20,8.479440970229765,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.6, 'e': 0.7633794943368531}",20,16,6.103358405577662,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.6, 'e': 0.7557837414557255}",20,9,-20.412748557190174,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
29,False,"{'a': 0.6, 'e': 0.7482635675785653}",20,0,18.077910458528674,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
30,False,"{'a': 0.6, 'e': 0.7408182206817179}",30,22,9.890321729465896,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.6, 'e': 0.7334469562242892}",20,0,28.231763502404554,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
32,False,"{'a': 0.6, 'e': 0.7261490370736909}",20,0,14.24883736097845,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
33,False,"{'a': 0.6, 'e': 0.7189237334319262}",30,16,-17.323852090267074,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
34,False,"{'a': 0.6, 'e': 0.7117703227626097}",25,0,-16.126720075405302,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
35,False,"{'a': 0.6, 'e': 0.7046880897187134}",30,21,-38.56837265012746,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
36,False,"{'a': 0.6, 'e': 0.6976763260710311}",20,0,-13.497445511708994,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
37,False,"{'a': 0.6, 'e': 0.6907343306373547}",30,6,34.546137998828044,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.6, 'e': 0.6838614092123558}",20,0,28.47150616741879,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
39,False,"{'a': 0.6, 'e': 0.6770568744981647}",25,0,35.90549322822897,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
40,False,"{'a': 0.6, 'e': 0.6703200460356393}",20,0,24.492816589481745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
41,False,"{'a': 0.6, 'e': 0.6636502501363194}",20,0,-18.68247857606057,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
42,False,"{'a': 0.6, 'e': 0.6570468198150567}",35,6,28.241280150586956,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.6, 'e': 0.6505090947233165}",20,0,-12.113602913529114,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
44,False,"{'a': 0.6, 'e': 0.6440364210831414}",20,7,16.55989229215997,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.6, 'e': 0.6376281516217733}",25,0,29.539278613017096,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
46,False,"{'a': 0.6, 'e': 0.631283645506926}",20,8,22.992304047160328,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.6, 'e': 0.6250022682827008}",20,12,15.596067528092545,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.6, 'e': 0.6187833918061408}",35,21,17.754233723108346,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.6, 'e': 0.6126263941844161}",25,15,8.085873175628764,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
50,False,"{'a': 0.6, 'e': 0.6065306597126334}",20,8,20.61221658784612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.6, 'e': 0.6004955788122659}",20,0,27.271630029705005,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
52,False,"{'a': 0.6, 'e': 0.5945205479701944}",25,16,20.481411374122324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.6, 'e': 0.5886049696783552}",20,0,18.86190961647539,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.6, 'e': 0.5827482523739896}",20,6,19.549766212550555,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.6, 'e': 0.5769498103804866}",25,0,23.630308342172853,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
56,False,"{'a': 0.6, 'e': 0.5712090638488149}",30,0,39.02069929751363,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
57,False,"{'a': 0.6, 'e': 0.5655254386995371}",35,8,42.022981543235744,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.6, 'e': 0.559898366565402}",30,16,24.75496341891574,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.6, 'e': 0.5543272847345071}",25,8,26.072585098598513,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.6, 'e': 0.5488116360940265}",20,10,15.575192949578243,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.6, 'e': 0.5433508690744998}",20,10,13.443869367635044,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.6, 'e': 0.5379444375946745}",20,0,34.4308321383544,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
63,False,"{'a': 0.6, 'e': 0.5325918010068972}",20,5,24.396586873699533,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.6, 'e': 0.5272924240430485}",20,0,28.896227086349565,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
65,False,"{'a': 0.6, 'e': 0.522045776761016}",25,12,19.749853760067904,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.6, 'e': 0.5168513344916993}",35,8,42.240181467992876,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.6, 'e': 0.5117085777865424}",20,14,9.317837326990347,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.6, 'e': 0.5066169923655897}",20,0,29.965284822100006,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
69,False,"{'a': 0.6, 'e': 0.5015760690660556}",25,7,25.81525257706633,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.6, 'e': 0.4965853037914095}",25,0,36.82965315017061,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
71,False,"{'a': 0.6, 'e': 0.49164419746096516}",20,9,18.7215106839218,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.6, 'e': 0.4867522559599717}",30,11,26.190899413661853,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.6, 'e': 0.48190899009020244}",20,0,28.96408974682533,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
74,False,"{'a': 0.6, 'e': 0.47711391552103444}",20,9,20.55497574713518,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.6, 'e': 0.47236655274101474}",20,12,-8.861832513577134,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
76,False,"{'a': 0.6, 'e': 0.46766642700990924}",20,0,29.538696621217564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
77,False,"{'a': 0.6, 'e': 0.46301306831122807}",30,0,20.068892141221212,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
78,False,"{'a': 0.6, 'e': 0.45840601130522357}",20,0,12.854056271895706,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
79,False,"{'a': 0.6, 'e': 0.45384479528235583}",30,0,32.513918944524846,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.6, 'e': 0.44932896411722156}",20,8,22.0802992721466,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.6, 'e': 0.4448580662229411}",35,18,29.40073732284894,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.6, 'e': 0.44043165450599925}",20,0,29.64526962771151,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
83,False,"{'a': 0.6, 'e': 0.43604928632153556}",20,4,22.490489386362935,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.6, 'e': 0.43171052342907973}",25,14,19.081135454615755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.6, 'e': 0.4274149319487267}",30,20,19.24536276806005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.6, 'e': 0.4231620823177488}",25,15,19.418221673234367,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.6, 'e': 0.418951549247639}",25,12,20.063152911343302,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.6, 'e': 0.4147829116815814}",20,4,26.679130286601897,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.6, 'e': 0.4106557527523455}",20,0,32.04122236007108,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
90,False,"{'a': 0.6, 'e': 0.4065696597405991}",20,12,15.48131350467467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.6, 'e': 0.40252422403363597}",20,8,20.704890158346064,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.6, 'e': 0.3985190410845142}",35,16,31.155478949237708,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.6, 'e': 0.39455371037160114}",25,10,26.029258341376174,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.6, 'e': 0.3906278353585211}",25,0,33.430023992528675,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
95,False,"{'a': 0.6, 'e': 0.3867410234545012}",20,6,25.277089626147202,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.6, 'e': 0.38289288597511206}",25,0,31.294646683412786,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
97,False,"{'a': 0.6, 'e': 0.37908303810339883}",25,1,35.51049662296637,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.6, 'e': 0.37531109885139957}",20,14,11.464426528401876,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.6, 'e': 0.3715766910220457}",20,8,20.429624413564795,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.6, 'e': 0.36787944117144233}",25,0,27.25577476620576,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
101,False,"{'a': 0.6, 'e': 0.3642189795715233}",20,16,6.250798887901382,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.6, 'e': 0.3605949401730783}",20,0,26.618916398140964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
103,False,"{'a': 0.6, 'e': 0.3570069605691474}",20,0,26.993784846679844,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.6, 'e': 0.35345468195878016}",20,5,22.348381733575273,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.6, 'e': 0.3499377491111553}",20,6,17.797175917330396,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.6, 'e': 0.34645581033005746}",20,0,22.364347617811656,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
107,False,"{'a': 0.6, 'e': 0.3430085174187067}",30,18,21.586794610187592,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.6, 'e': 0.33959552564493917}",20,0,22.16569810295159,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
109,False,"{'a': 0.6, 'e': 0.33621649370673334}",25,7,31.701714272817036,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.6, 'e': 0.33287108369807955}",30,13,27.932194145678842,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.6, 'e': 0.32955896107518906}",30,12,27.650715422499843,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.6, 'e': 0.32627979462303947}",25,17,11.267335354420458,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.6, 'e': 0.3230332564222529}",20,0,27.46790328249789,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
114,False,"{'a': 0.6, 'e': 0.3198190218163039}",20,9,18.20543086456705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.6, 'e': 0.3166367693790532}",25,18,14.36124164687548,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.6, 'e': 0.3134861808826054}",20,0,15.159434514050702,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
117,False,"{'a': 0.6, 'e': 0.31036694126548503}",20,2,30.76603379715996,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.6, 'e': 0.30727873860113125}",25,17,14.75148228722758,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.6, 'e': 0.3042212640667041}",35,12,41.311806339843045,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.6, 'e': 0.30119421191220214}",20,0,31.15545198956422,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
121,False,"{'a': 0.6, 'e': 0.2981972794298874}",30,8,44.7724790740442,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.6, 'e': 0.2952301669240142}",35,0,51.30578997983568,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
123,False,"{'a': 0.6, 'e': 0.2922925776808594}",35,17,34.954646022726315,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.6, 'e': 0.28938421793905067}",20,16,8.013398150813003,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.6, 'e': 0.28650479686019015}",20,6,21.271856948518998,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.6, 'e': 0.2836540264997704}",25,13,18.50356168896059,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.6, 'e': 0.2808316217783798}",20,12,15.025064408366395,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.6, 'e': 0.27803730045319414}",25,6,14.826661309521143,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.6, 'e': 0.27527078308975234}",25,4,35.23982448016157,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.6, 'e': 0.2725317930340126}",30,7,32.74354305692029,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.6, 'e': 0.26982005638468687}",20,0,23.272973683100314,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
132,False,"{'a': 0.6, 'e': 0.2671353019658504}",20,11,14.1765315893389,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.6, 'e': 0.26447726129982396}",25,8,25.441416220556057,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.6, 'e': 0.261845668580326}",20,13,12.151689860987952,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.6, 'e': 0.2592402606458915}",20,6,28.161108042056792,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.6, 'e': 0.2566607769535559}",35,0,42.53226631102843,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.6, 'e': 0.25410695955280027}",30,13,30.824394755290506,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.6, 'e': 0.2515785530597565}",20,0,22.313934178276693,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.6, 'e': 0.2490753046316682}",20,0,25.411447992907032,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
140,False,"{'a': 0.6, 'e': 0.24659696394160646}",20,0,31.15711774002437,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
141,False,"{'a': 0.6, 'e': 0.2441432831534371}",20,8,20.48077977287607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.6, 'e': 0.24171401689703648}",30,21,18.069287691110883,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.6, 'e': 0.23930892224375455}",30,16,25.2049043083561,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.6, 'e': 0.2369277586821218}",20,0,15.125699204029127,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
145,False,"{'a': 0.6, 'e': 0.23457028809379768}",30,15,32.312499854216,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.6, 'e': 0.23223627472975886}",20,12,16.154369173725872,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.6, 'e': 0.22992548518672387}",20,12,16.246048063992486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.6, 'e': 0.22763768838381276}",25,7,-14.619924446779105,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
149,False,"{'a': 0.6, 'e': 0.22537265553943875}",30,10,32.22896805569406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.6, 'e': 0.22313016014842985}",20,0,26.420000062365396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
151,False,"{'a': 0.6, 'e': 0.22090997795937822}",25,17,9.196228797299613,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.6, 'e': 0.21871188695221477}",20,2,25.255098896027338,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.6, 'e': 0.21653566731600707}",20,2,28.092268378295465,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.6, 'e': 0.21438110142697797}",20,12,13.667112286531989,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.6, 'e': 0.21224797382674307}",20,0,26.379391008431814,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
156,False,"{'a': 0.6, 'e': 0.21013607120076475}",25,19,9.655876086563053,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.6, 'e': 0.20804518235702046}",35,6,43.16198393947933,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.6, 'e': 0.20597509820488347}",25,13,19.72678320587707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.6, 'e': 0.20392561173421345}",30,18,19.750021250949793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.6, 'e': 0.2018965179946554}",30,8,32.66945108896095,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.6, 'e': 0.1998876140751445}",20,8,22.901300213758955,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.6, 'e': 0.19789869908361468}",20,5,20.589370672635752,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.6, 'e': 0.19592957412690934}",20,0,15.615130532882805,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
164,False,"{'a': 0.6, 'e': 0.19398004229089189}",30,20,21.551605995622392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.6, 'e': 0.1920499086207541}",25,15,14.62004982138087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.6, 'e': 0.19013898010152053}",20,16,7.390089914119688,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.6, 'e': 0.1882470656387468}",25,11,27.745543862846475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.6, 'e': 0.18637397603941}",25,12,18.515787061690748,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.6, 'e': 0.1845195239929893}",30,16,21.079897371100863,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.6, 'e': 0.18268352405273466}",20,5,25.604430601380624,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.6, 'e': 0.1808657926171221}",20,1,2.583111403211041,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
172,False,"{'a': 0.6, 'e': 0.17906614791149325}",25,5,26.343943155666768,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.6, 'e': 0.17728440996987782}",25,11,27.971258094607318,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.6, 'e': 0.1755204006169969}",20,0,29.197095278326852,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
175,False,"{'a': 0.6, 'e': 0.17377394345044514}",30,20,20.596696048127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.6, 'e': 0.17204486382305054}",25,19,11.545206126133714,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.6, 'e': 0.17033298882540945}",20,6,22.631548163939893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.6, 'e': 0.16863814726859552}",30,13,27.949850750313104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.6, 'e': 0.16696016966704072}",20,11,20.653408720744096,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.6, 'e': 0.16529888822158656}",20,6,24.645669465651032,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.6, 'e': 0.16365413680270408}",20,10,18.976444042473986,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.6, 'e': 0.16202575093388077}",20,0,35.35777683814255,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
183,False,"{'a': 0.6, 'e': 0.16041356777517277}",20,3,20.85282620511409,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.6, 'e': 0.1588174261069207}",30,13,32.125742389983,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.6, 'e': 0.1572371663136276}",25,20,8.619069079854208,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
